InspectionID,DefectCategory,SeverityWeight
42921,Wrong Item,4.0
42940,Wrong Item,4.0
42951,Late Delivery,4.0
42960,Poor Quality,3.5
42961,Poor Quality,3.5
42966,Not Received,5.0
42967,Software Issue,3.5
42984,Wrong Item,4.0
43012,Wrong Item,4.0
43023,Late Delivery,4.0
43025,Not Received,3.5
43026,NA,1.0
43029,Late Delivery,3.5
43044,Wrong Item,4.0
43046,Wrong Item,4.0
43058,Wrong Item,3.5
43059,INVENT,2.5
43060,Late Delivery,4.0
43064,Late Delivery,3.5
43069,No Issue Found,1.0
43072,No Issue,1.0
43075,Late Delivery,3.5
43078,Missing Parts,3.5
43080,Missing Parts,3.5
43095,INVENT,3.5
43100,Lack of Delivery,5.0
43118,Wrong Item,3.5
43126,Wrong Item,4.0
43130,Late Delivery,3.5
43138,Late Delivery,4.0
43140,Late Delivery,3.5
43142,Unable to Assign,3.5
43156,Late Delivery,4.0
43158,Late Delivery,3.5
43161,INVENT,3.5
43171,Wrong Item,4.0
43176,INVENT,3.5
43177,Damaged Goods,3.5
43178,Surprise Delivery,3.5
43187,Late Delivery,3.5
43189,INVENT,3.5
43194,Poor Quality,4.0
43199,Pedido Incompleto,3.5
43225,Não Recebido,4.0
43231,Missing Parts,4.0
43234,Late Delivery,3.5
43242,Late Delivery,3.5
43247,INVENT,1.0
43250,Damaged Goods,3.5
43251,N/A,1.0
43262,Late Delivery,3.5
43267,Not Received,5.0
43271,Late Delivery,3.5
43281,Late Delivery,4.0
43295,Late Delivery,3.5
43301,Late Delivery,3.5
43310,Missing Parts,3.5
43316,Inconvenience,3.5
43317,Wrong Item,3.5
43322,Late Delivery,3.5
43327,No Issue Found,1.0
43333,INVENT,1.0
43336,Wrong Item,4.0
43338,Missing Parts,3.5
43339,Quality Variance,3.5
43344,Wrong Item,4.0
43348,Missing Parts,3.5
43357,Late Delivery,3.5
43360,Missing Parts,3.5
43361,Missing Parts,4.0
43362,Functionality Issues,3.5
43380,INVENT,3.5
43381,No Delivery,5.0
43384,Late Delivery,2.0
43386,Wrong Item,4.0
43390,No Appropriate Category,1.0
43392,"Loja excelente, mas o produto ",2.5
43397,Late Delivery,3.5
43401,Wrong Item,3.5
43403,Late Delivery,3.5
43408,Late Delivery,3.5
43417,Wrong Item,4.0
43432,INVENT,1.0
43433,Wrong Item,4.0
43437,Late Delivery,4.0
43448,Wrong Item,4.0
43464,Missing Parts,4.0
43473,Late Delivery,3.5
43474,Late Delivery,3.5
43478,None of the given categories fit. Invent Category,2.5
43490,Wrong Item,4.0
43494,Wrong Item,3.5
43502,Wrong Item,3.5
43505,Late Delivery,3.5
43524,INVENT,3.5
43531,Late Delivery,4.0
43533,Missing Parts,4.0
43543,Late Delivery,3.5
43545,None of the provided categories fit. Invent Category,2.5
43550,Wrong Item,4.0
43553,Late Delivery,4.0
43556,Damaged Goods,3.5
43558,Late Delivery,4.0
43559,Late Delivery,3.5
43568,Wrong Item,3.5
43584,No Delivery,5.0
43587,Wrong Item,4.0
43593,Price Incorrect,4.0
43601,Rude Courier,3.5
43621,Late Delivery,3.5
43623,Wrong Item,3.5
43624,Wrong Item,4.0
43633,Fraud,5.0
43637,Item Never Arrived,5.0
43638,Late Delivery,3.5
43643,Wrong Item,3.5
43650,Poor Quality,4.0
43655,Not Received,5.0
43690,INVENT,1.0
43709,Missing Parts,3.5
43711,No Delivery,3.0
43717,Missing Parts,3.5
43738,Late Delivery,4.0
43740,Wrong Item,4.0
43742,Late Delivery,3.5
43773,Wrong Item,4.0
43779,Late Delivery,3.5
43803,Late Delivery,3.5
43804,Late Delivery,4.0
43805,INVENT,3.5
43833,Wrong Item,4.0
43839,Wrong Item,4.0
43852,Wrong Item,4.0
43858,INVENT,3.5
43866,Delayed Arrival,3.5
43871,Wrong Item,3.5
43878,Wrong Item,4.0
43879,Late Delivery,3.5
43885,Missing Parts,4.0
43899,INVENT,3.5
43901,Fraud,5.0
43910,Late Delivery,3.5
43913,No New Category,3.5
43917,Wrong Item,4.0
43920,No Issue Found,1.0
43921,Late Delivery,3.5
43942,Wrong Item,3.5
43944,Late Delivery,3.5
43948,Late Delivery,3.5
43952,Missing Parts,4.0
43953,Missing Parts,4.0
43961,INVENT,3.5
43964,Cancelled Purchase,3.5
43968,Damaged Goods,3.5
43969,Produto Quebrado,4.0
43973,Late Delivery,4.0
43993,INVENT,3.5
43997,No Product Received,5.0
43999,Late Delivery,4.0
44008,Wrong Item,4.0
44009,Wrong Item,3.5
44012,Missing Parts,4.0
44026,Damaged Goods,3.5
44034,Missing Parts,4.0
44039,Wrong Item,3.5
44056,Pouch Defect,3.5
44057,Wrong Item,3.5
44062,Late Delivery,4.0
44070,Late Delivery,3.5
44080,Poor Quality,4.0
44087,INVENT,1.0
44097,Wrong Item,4.0
44099,Product Fraud,5.0
44103,Wrong Item,4.0
44104,Late Delivery,3.5
44106,Missing Parts,3.5
44112,Late Delivery,3.5
44114,Late Delivery,4.0
44118,INVENT,3.5
44123,Late Delivery,4.0
44131,Late Delivery,4.0
44139,Rude Response,3.5
44143,Late Delivery,3.5
44157,Wrong Item,4.0
44161,Late Delivery,3.5
44171,INVENT,1.0
44172,Cancelled Product,3.5
44176,Late Delivery,3.5
44179,Missing Parts,3.5
44192,Late Delivery,3.5
44193,Wrong Item,4.0
44201,Missing Parts,3.5
44208,Not Received,5.0
44211,Late Delivery,3.5
44217,Late Delivery,3.5
44219,Late Delivery,3.5
44220,Poor Quality,4.0
44227,Late Delivery,3.5
44228,Late Delivery,4.0
44245,No Fit,1.0
44246,Wrong Item,4.0
44252,Late Delivery,3.5
44258,Pobre Qualidade,3.5
44261,Wrong Item,4.0
44262,Late Delivery,3.5
44269,Late Delivery,3.5
44270,Quality,4.0
44271,Late Delivery,3.5
44280,Late Delivery,3.5
44291,Late Delivery,3.5
44297,Late Delivery,3.5
44304,Quality,4.0
44310,Absurdo,5.0
44315,Wrong Item,3.5
44317,Missing Parts,3.5
44318,Missing Parts,3.5
44353,Late Delivery,3.5
44363,Late Delivery,3.5
44384,Poor Quality,3.0
44398,Sem Preparação,3.5
44399,Poor Quality,3.5
44401,No Fit,1.0
44413,Wrong Item,3.5
44414,Wrong Item,3.5
44416,Late Delivery,3.5
44417,INVENT,3.5
44427,No Issue,1.0
44438,Delayed Cancellation,4.0
44440,Missing Parts,3.5
44445,Late Delivery,3.5
44462,Missing Parts,3.5
44465,Pessimo,5.0
44471,Late Delivery,3.5
44477,Poor Quality,3.5
44482,Poor Quality,3.5
44484,Counterfeit Part,4.0
44491,Poor Quality,3.0
44494,Late Delivery,3.5
44496,Wrong Item,4.0
44497,Wrong Item,4.0
44499,Wrong Item,3.5
44505,Wrong Item,4.0
44513,Rude Courier,3.5
44515,Missing Parts,4.0
44535,Wrong Item,4.0
44540,Poor Quality,3.0
44543,Late Delivery,3.5
44549,Late Delivery,4.0
44551,Late Delivery,3.5
44556,Late Delivery,3.5
44557,Late Delivery,3.5
44565,Late Delivery,3.5
44572,Late Delivery,3.5
44581,Late Delivery,4.0
44588,Poor Quality,3.5
44596,Poor Quality,3.5
44604,Wrong Item,4.0
44605,No Delivery,4.0
44607,Late Delivery,4.0
44626,Péssimos...,4.0
44630,Wrong Item,3.5
44644,Late Delivery,3.5
44649,INVENT,1.0
44652,Late Delivery,4.0
44654,INVENT,2.0
44659,Late Delivery,3.5
44667,Wrong Item,3.5
44672,Missing Parts,3.5
44684,Late Delivery,3.5
44689,Late Delivery,3.5
44695,Wrong Item,4.0
44704,Wrong Item,4.0
44708,Color Mismatch,4.0
44711,Late Delivery,3.5
44713,INVENT,3.5
44729,Late Delivery,3.5
44733,No Category,1.0
44744,Missing Parts,3.5
44749,Missing Parts,3.5
44754,Late Delivery,3.5
44755,Missing Parts,3.5
44761,Missing Items,4.0
44769,Late Delivery,3.5
44770,No Arrival,5.0
44771,Late Delivery,3.5
44776,Poor Quality,3.5
44788,Produto Não Entregue,4.0
44794,Wrong Item,4.0
44797,Late Delivery,3.5
44801,Wrong Item,4.0
44824,Missing Parts,3.5
44832,Late Delivery,3.5
44838,Broken,4.0
44841,Poor Quality,3.5
44849,Produto conforme descrito,1.0
44868,INVENT,1.0
44885,Poor Quality,3.0
44908,Missing Parts,3.5
44911,Non Functional Product,4.0
44916,Produto Não Recebido,5.0
44924,Late Delivery,3.5
44945,Wrong Item,4.0
44948,Invent,3.5
44951,Rude Courier,3.5
44954,Late Delivery,3.5
44968,Late Delivery,2.0
44980,Wrong Item,3.5
44985,Missing Parts,3.5
44987,Late Delivery,1.0
44994,Late Delivery,3.5
44999,Wrong Item,4.0
45009,INVENT,1.0
45016,Wrong Item,3.0
45021,Missing Parts,3.5
45029,Critical Failure / Scam,5.0
45035,Produto Danificado,4.0
45036,Late Delivery,3.5
45044,INVENT,3.5
45047,Wrong Item,4.0
45053,Not Received,5.0
45055,Missing Parts,3.5
45057,Wrong Item,4.0
45062,No Delivery,4.0
45065,Missing Parts,3.5
45066,Non Funciona,4.0
45070,Late Delivery,3.5
45075,Non Functional Product,4.0
45079,No Fit,1.0
45083,Wrong Item,4.0
45090,Food Safety Issue,4.0
45091,Weak Fasteners,3.5
45106,Missing Parts,3.5
45112,Late Delivery,4.0
45113,Inappropriate Handling,4.0
45118,Late Delivery,3.5
45119,Wrong Item,3.5
45134,Wrong Item,4.0
45142,Late Delivery,3.5
45146,Late Delivery,4.0
45158,Late Delivery,3.5
45159,Poor Quality,3.5
45161,Misalignment,3.5
45163,Missing Parts,3.5
45166,Color Mismatch,3.5
45172,INVENT,3.5
45174,Poor Quality,3.5
45175,Wrong Item,4.0
45177,Wrong Item,4.0
45178,INVENT,3.5
45179,Late Delivery,3.5
45181,Wrong Item,4.0
45205,Late Delivery,3.5
45206,Missing Parts,3.5
45210,Late Delivery,4.0
45212,Missing Parts,3.5
45213,Late Delivery,3.5
45217,No Rating,1.0
45222,Wrong Item,4.0
45223,Funcionalidade Defectiva,3.5
45232,No Issue,1.0
45245,INVENT,3.5
45272,INVENT,3.5
45287,INVENT,3.5
45290,Insatisfação Negativo,3.5
45294,Incompatibilidade Cartucho,3.5
45298,Late Delivery,3.5
45302,Late Delivery,3.5
45307,Late Delivery,3.5
45317,Late Delivery,4.0
45335,Missing Parts,3.5
45345,Category,2.5
45348,Late Delivery,4.0
45349,Rude Courier,3.5
45357,Late Delivery,3.5
45374,Late Delivery,4.0
45376,Poor Quality,4.0
45377,Late Delivery,4.0
45385,Late Delivery,3.5
45387,No Issue Found,1.0
45391,Late Delivery,3.5
45397,Late Delivery,3.5
45403,Late Delivery,4.0
45408,Late Delivery,4.0
45411,Poor Quality,3.5
45425,Poor Quality,3.5
45428,Wrong Item,4.0
45438,Late Delivery,1.0
45451,Missing Parts,3.5
45453,Missing Parts,3.5
45469,No Delivery,5.0
45470,'...',2.5
45474,Late Delivery,3.5
45476,Late Delivery,3.5
45478,Late Delivery,3.5
45488,Misaligned,3.5
45506,Late Delivery,3.5
45510,Late Delivery,1.0
45525,INVENT,1.0
45528,Produto Incompleto,2.5
45541,Late Delivery,3.5
45542,Late Delivery,3.5
45549,Missing Parts,3.5
45550,Wrong Item,4.0
45555,Late Delivery,4.0
45570,Missing Parts,3.5
45576,Sempre comprei na loja nunca tive problemas...,1.0
45585,Dental Issue,3.5
45586,Late Delivery,4.0
45588,Wrong Item,3.5
45589,Poor Quality,4.0
45590,Color Mismatch,3.5
45591,Late Delivery,4.0
45599,Late Delivery,3.5
45605,Missing Parts,3.5
45612,Late Delivery,3.5
45616,Missing Parts,3.5
45619,Wrong Item,4.0
45620,INVENT,2.0
45622,Late Delivery,3.5
45652,No Fit,3.5
45660,Late Delivery,3.5
45664,Poor Quality,3.5
45666,Missing Parts,3.5
45674,Late Delivery,5.0
45685,Wrong Item,4.0
45693,INVENT,3.5
45694,Late Delivery,4.0
45704,Defective Product,4.0
45708,Late Delivery,3.5
45709,INVENT,2.0
45712,Missing Parts,3.5
45715,Wrong Item,4.0
45729,No Fit,1.0
45749,No Fit,1.0
45751,Late Delivery,3.5
45768,Wrong Item,4.0
45774,INVENT,3.5
45777,Unresolved Issue,3.5
45783,Missing Parts,3.5
45788,Poor Quality,3.5
45790,Late Delivery,4.0
45792,Late Delivery,3.5
45799,Inquiry Not Responded To,3.5
45808,Wrong Item,4.0
45815,Product Variance,3.5
45824,Missing Parts,3.5
45826,Product Not Available,4.0
45832,Missing Parts,3.5
45833,Late Delivery,4.0
45834,Late Delivery,4.0
45878,Wrong Item,3.5
45882,Produto péssimo,4.0
45884,Late Delivery,3.5
45886,Frete Caro,3.5
45910,Late Delivery,4.0
45911,No Feedback Provided,1.0
45913,Communication Issue,3.5
45914,Late Delivery,3.5
45917,Urgent Resolution,4.0
45918,Late Delivery,3.5
45919,Scratches,3.5
45926,No Issue Found,1.0
45928,No Issue,1.0
45946,Satisfeita,1.0
45961,Late Delivery,3.5
45964,Late Delivery,3.5
45965,Late Delivery,3.5
45977,Chưa giao đúng sản phẩm,2.5
45979,Late Delivery,3.5
45981,Missing Parts,4.0
45983,Not Received,5.0
45984,Missing Parts,3.5
45985,Late Delivery,3.5
45987,Missing Parts,4.0
45993,Leaking Product,4.0
45997,Late Delivery,3.5
46000,Late Delivery,3.5
46005,Late Delivery,4.0
46008,Dirty Product,4.0
46027,Wrong Item,4.0
46036,Counterfeit Product,4.0
46037,Veio tudo certo,1.0
46039,Late Delivery,3.5
46042,Entregue corretamente,1.0
46046,Late Delivery,3.5
46049,INVENT,3.5
46054,Color Mismatch,3.5
46064,Wrong Item,4.0
46065,Wrong Item,4.0
46066,Expired Products,4.0
46070,Wrong Item,4.0
46080,Late Delivery,3.5
46098,Wrong Item,3.5
46101,Missing Parts,3.5
46105,Wrong Item,3.5
46107,Late Delivery,3.5
46121,Wrong Item,4.0
46124,Falta de consideração com o cliente.,3.5
46131,Wrong Item,4.0
46132,Late Delivery,3.5
46137,Late Delivery,4.0
46144,Late Delivery,3.5
46145,Category,2.5
46149,Rude Courier,3.5
46158,Missing Parts,3.5
46163,Late Delivery,3.5
46178,Late Delivery,3.5
46180,Produto Inferior,4.0
46195,Wrong Item,3.5
46201,No Delivery,5.0
46203,Late Delivery,3.5
46207,Poor Quality,4.0
46220,Fit for Purpose,3.5
46226,No Delivery,5.0
46231,Missing Parts,3.5
46232,Late Delivery,3.5
46240,Missing Parts,4.0
46241,Late Delivery,3.5
46250,Missing Parts,4.0
46257,Inavalidation,3.5
46258,Late Delivery,4.0
46261,Wrong Item,4.0
46262,Wrong Item,3.5
46263,INVENT,1.0
46264,Pouco Qualidade,3.5
46265,Not Received,5.0
46277,Late Delivery,3.5
46286,Late Delivery,3.5
46287,Produto Falsificado,5.0
46288,Late Delivery,3.5
46290,No Delivery,5.0
46300,INVENT,1.0
46302,INVENT,3.5
46305,No Received,5.0
46306,Damaged Goods,4.0
46310,Late Delivery,3.5
46312,No Delivery,5.0
46316,Missing Parts,3.5
46325,Damaged Goods,4.0
46330,Negatively Incorrect Color,3.5
46334,Rude Courier,3.5
46335,Category,2.5
46336,Wrong Item,3.5
46345,INVENT,1.0
46350,Late Delivery,3.5
46351,Late Delivery,3.5
46359,Late Delivery,3.5
46371,Não Recomendado,3.5
46378,INVENT,3.5
46381,Damaged Goods,4.0
46389,Poor Quality,3.5
46406,Wrong Item,3.5
46410,Late Delivery,3.5
46412,Wrong Item,3.5
46414,Wrong Item,4.0
46415,Late Delivery,4.0
46420,Late Delivery,4.0
46427,Late Delivery,4.0
46437,Wrong Item,4.0
46445,Poor Quality,3.5
46451,Late Delivery,3.5
46454,Late Delivery,4.0
46470,Poor Quality,3.0
46492,Late Delivery,3.5
46493,No Issue Found,1.0
46501,Late Delivery,4.0
46507,Late Delivery,3.5
46512,Missing Parts,3.5
46513,Late Delivery,3.5
46514,No Contact Information,3.5
46516,Wrong Item,3.5
46518,Wrong Item,3.5
46527,Missing Parts,3.5
46538,Wrong Item,4.0
46539,Late Delivery,4.0
46541,Late Delivery,3.5
46544,Late Delivery,3.5
46546,Missing Parts,3.5
46547,Missing Parts,3.5
46553,Wrong Item,3.5
46560,Late Delivery,3.5
46561,Wrong Item,3.5
46573,Missing Parts,3.5
46574,Late Delivery,3.5
46579,N/A,3.5
46599,Late Delivery,4.0
46607,Wrong Item,3.5
46610,Late Delivery,3.5
46615,Late Delivery,4.0
46620,Wrong Item,4.0
46626,Late Delivery,3.5
46627,Poor Quality,4.0
46631,Late Delivery,3.5
46633,INVENT,3.5
46636,Late Delivery,2.0
46637,Wrong Item,3.5
46639,Cancelled Order,2.0
46643,Fraud,5.0
46651,Late Delivery,3.5
46679,Poor Quality,4.0
46680,Wrong Item,4.0
46681,Late Delivery,4.0
46695,Missing Parts,3.5
46701,Wrong Item,3.5
46772,Missing Parts,3.5
46778,Late Delivery,4.0
46783,Missing Parts,3.5
46792,Chato e pagar o frete,3.5
46816,Late Delivery,3.5
46824,Wrong Item,3.5
46830,Late Delivery,3.5
46833,No Issue,1.0
46835,Wrong Item,3.5
46842,INVENT,3.5
46845,Not Received,5.0
46846,Wrong Item,4.0
46850,Missing Parts,3.5
46862,Wrong Item,4.0
46865,Misnamed,3.5
46878,Wrong Item,3.5
46892,Nao Eficiente,3.5
46904,Poor Quality,4.0
46907,Wrong Item,3.5
46914,No Estoque,4.0
46920,Language Barrier,3.5
46926,Entrega incompleta,3.5
46933,Late Delivery,3.5
46965,Wrong Item,4.0
46971,Late Delivery,3.5
46974,Rough Packaging,3.5
46975,INVENT,3.5
46976,Late Delivery,3.5
47003,Late Delivery,4.0
47013,Late Delivery,3.5
47020,Missing Parts,4.0
47034,Missing Parts,3.5
47035,INVENT,3.5
47057,Late Delivery,3.5
47061,Wrong Item,4.0
47064,Wrong Item,3.5
47065,Not Notified,3.5
47067,Missing Parts,3.5
47073,Damaged Goods,3.5
47086,Late Delivery,3.5
47102,Late Delivery,3.5
47110,Poor Quality,3.5
47113,Late Delivery,3.5
47116,Late Delivery,3.5
47122,Late Delivery,3.5
47135,Late Delivery,3.5
47138,Wrong Item,4.0
47150,Wrong Item,3.5
47151,Missing Parts,3.5
47153,Used Product,4.0
47161,Wrong Item,4.0
47164,Wrong Item,4.0
47166,Missing Parts,3.5
47174,Missing Parts,3.5
47178,Late Delivery,4.0
47179,Late Delivery,3.5
47180,Defective Product,3.5
47183,Wrong Item,4.0
47189,No Fit,1.0
47200,Wrong Item,4.0
47203,Insuficiente,3.5
47208,Missing Parts,3.5
47217,Poor Quality,4.0
47219,Late Delivery,3.5
47222,Late Delivery,3.5
47230,Late Delivery,4.0
47241,Wrong Item,4.0
47250,Late Delivery,4.0
47286,Wrong Item,3.5
47292,Damaged Goods,4.0
47293,Late Delivery,3.5
47295,Fraude,5.0
47323,Porcariaaaaa,5.0
47324,Fit for Purpose,3.5
47338,Late Delivery,3.5
47342,Late Delivery,3.5
47344,Late Delivery,3.5
47346,Late Delivery,4.0
47355,Wrong Item,4.0
47359,Late Delivery,3.5
47364,Late Delivery,3.5
47370,Color Mismatch,2.5
47378,Damaged Goods,4.0
47382,Late Delivery,3.5
47383,Late Delivery,3.5
47384,Misaligned,3.5
47387,Late Delivery,3.5
47390,Good Experience,1.0
47426,Late Delivery,3.5
47437,Late Delivery,3.5
47439,Late Delivery,4.0
47444,Wrong Item,4.0
47459,Late Delivery,3.5
47462,Wrong Item,4.0
47471,Late Delivery,4.0
47477,Late Delivery,3.5
47478,Não recebi,5.0
47494,Late Delivery,3.5
47497,Damaged Goods,4.0
47505,Satisfied Purchase,1.0
47514,Poor Quality,4.0
47526,Late Delivery,4.0
47528,INVENT,3.5
47534,Late Delivery,3.5
47536,Wrong Item,4.0
47537,Poor Quality,4.0
47539,INVENT,1.0
47540,Wrong Item,4.0
47543,Late Delivery,4.0
47553,Late Delivery,3.5
47555,Wrong Item,3.5
47560,Late Delivery,4.0
47563,Late Delivery,3.5
47568,Missing Parts,4.0
47572,Missing Parts,3.5
47573,Not Delivered,4.0
47574,Missing Parts,3.5
47578,Late Delivery,4.0
47583,Wrong Item,4.0
47586,Late Delivery,3.5
47587,Wrong Item,4.0
47590,Not Received,5.0
47594,Wrong Item,3.5
47599,INVENT,3.5
47601,Incompatible Product,4.0
47603,Late Delivery,3.5
47614,Defective Packaging,3.5
47621,Late Delivery,3.5
47625,Late Delivery,3.5
47634,Wrong Item,3.5
47639,Late Delivery,4.0
47647,Wrong Item,4.0
47655,Wrong Item,4.0
47660,INVENT,3.5
47662,Late Delivery,3.5
47664,Late Delivery,3.5
47671,Late Delivery,3.5
47680,Late Delivery,3.5
47692,Não Recebido,3.5
47700,Late Delivery,3.5
47711,Poor Quality,4.0
47716,Missing Parts,4.0
47728,Wrong Item,4.0
47731,Missing Parts,4.0
47737,No Pedido Canceleado,3.5
47751,Wrong Item,4.0
47758,Wrong Item,4.0
47762,Late Delivery,3.5
47766,Late Delivery,3.5
47783,Wrong Item,4.0
47792,Late Delivery,4.0
47808,Late Delivery,4.0
47809,Late Delivery,3.5
47816,Product Fraud,5.0
47817,Missing Parts,3.5
47826,Poor Quality,3.0
47845,Wrong Item,4.0
47853,Late Delivery,3.5
47868,Late Delivery,3.5
47869,INVENT,3.5
47874,Late Delivery,4.0
47885,Late Delivery,3.5
47892,Late Delivery,3.5
47907,Wrong Item,4.0
47909,Late Delivery,4.0
47912,Late Delivery,3.5
47921,Missing Parts,3.5
47925,INVENT,3.5
47929,Poor Quality,4.0
47942,Wrong Item,4.0
47944,Wrong Item,4.0
47956,Late Delivery,3.5
47959,Wrong Item,4.0
47966,Wrong Item,3.5
47972,Entregue corretamente,1.0
47978,Missing Parts,3.5
47979,Late Delivery,3.5
48000,Late Delivery,3.5
48011,Late Delivery,3.5
48012,Missing Parts,3.5
48019,Late Delivery,3.5
48031,Late Delivery,2.5
48035,Wrong Item,3.5
48038,Wrong Item,4.0
48043,Pouco Qualidade,3.5
48049,Late Delivery,3.5
48053,Missing Parts,3.5
48054,Wrong Item,4.0
48059,Poor Quality,4.0
48072,Wrong Item,4.0
48080,Wrong Item,4.0
48087,Produto Não Encontrado,2.5
48089,Late Delivery,4.0
48093,No Delivery,5.0
48094,Late Delivery,3.5
48105,Rude Courier,3.5
48113,Missing Parts,3.5
48115,Late Delivery,3.5
48119,Poor Quality,3.0
48122,Wrong Item,3.5
48126,Color Mismatch,3.5
48129,Late Delivery,3.5
48130,Late Delivery,3.5
48140,Wrong Item,3.5
48143,Late Delivery,3.5
48144,Wrong Item,3.5
48154,Late Delivery,3.5
48159,Late Delivery,4.0
48171,No Delivery,5.0
48192,Poor Quality,4.0
48202,Wrong Item,3.5
48203,Wrong Item,4.0
48211,No Issue,1.0
48213,Missing Parts,3.5
48214,Poor Quality,3.0
48222,INVENT,3.5
48223,Poor Quality,3.5
48227,Late Delivery,3.5
48230,No New Category,4.0
48231,Late Delivery,3.5
48234,Late Delivery,3.5
48241,Wrong Item,4.0
48253,No Issue,1.0
48256,Missing Parts,3.5
48257,Chegou bem,1.0
48258,Late Delivery,3.5
48264,Wrong Item,3.5
48268,Poor Quality,4.0
48270,Late Delivery,4.0
48282,Missing Parts,3.5
48296,Missing Parts,3.5
48303,Late Delivery,4.0
48333,Late Delivery,3.5
48344,Late Delivery,3.5
48351,Poor Quality,4.0
48363,Wrong Item,4.0
48366,Wrong Item,4.0
48368,Wrong Item,4.0
48372,Late Delivery,3.5
48375,N/A,3.5
48386,Wrong Item,3.5
48412,Wrong Item,3.5
48444,Late Delivery,3.5
48459,Late Delivery,3.5
48471,Produto Ruim,4.0
48481,Not Provided,3.5
48501,Wrong Item,3.5
48502,Late Delivery,3.5
48507,Missing Parts,3.5
48510,Late Delivery,3.5
48525,Wrong Item,3.5
48535,Poor Quality,3.5
48542,Late Delivery,3.5
48544,Invent Category,2.5
48548,Late Delivery,3.5
48551,Late Delivery,3.5
48561,Late Delivery,4.0
48563,Late Delivery,3.5
48565,Late Delivery,3.5
48566,Poor Quality,4.0
48576,Late Delivery,3.5
48602,Late Delivery,3.5
48604,Late Delivery,3.5
48605,Descaso Total,4.0
48617,Delayed Refund,3.5
48620,Late Delivery,4.0
48631,Wrong Item,3.5
48634,Wrong Item,4.0
48651,Late Delivery,3.5
48659,Missing Parts,3.5
48663,No Fit,1.0
48675,Wrong Item,3.5
48681,Wrong Item,3.0
48682,INVENT,3.5
48701,INVENT,3.5
48702,Late Delivery,3.5
48709,Missing Parts,3.5
48710,INVENT,3.5
48716,Missing Parts,3.5
48717,Late Delivery,4.0
48720,Wrong Item,3.5
48730,Late Delivery,3.5
48742,Late Delivery,3.5
48745,Late Delivery,3.5
48750,Late Delivery,2.0
48751,Late Delivery,4.0
48752,Missing Parts,3.5
48759,Wrong Item,4.0
48762,Wrong Item,3.5
48774,Missing Parts,4.0
48780,Late Delivery,3.5
48782,Missing Parts,3.5
48791,Wrong Item,3.5
48795,Poor Quality,3.5
48796,Missing Parts,3.5
48798,Late Delivery,3.5
48803,Cancelled Order,3.5
48805,Wrong Item,4.0
48808,Late Delivery,3.5
48813,Late Delivery,3.5
48815,Late Delivery,3.5
48829,Missing Parts,3.5
48830,Missing Parts,3.5
48837,Produto Defeituoso,4.0
48839,Late Delivery,3.5
48849,Customer Review Not Provided,2.5
48852,Wrong Item,3.5
48871,Missing Parts,4.0
48876,Late Delivery,3.5
48881,Late Delivery,4.0
48888,Wrong Item,4.0
48893,Late Delivery,3.5
48900,Late Delivery,3.5
48902,Misinformation,4.0
48905,Late Delivery,3.5
48909,Late Delivery,3.5
48910,Péssimo e gosto horrível!,5.0
48920,Not Received All Items,3.5
48922,Wrong Item,4.0
48925,Late Delivery,3.5
48929,Wrong Item,4.0
48939,Wrong Item,3.5
48960,Late Delivery,3.5
48974,Produto de péssima qualidade,4.0
48976,Late Delivery,3.5
48979,Late Delivery,3.5
48986,No Fit,1.0
48988,Missing Parts,3.5
48995,Late Delivery,3.5
49004,Late Delivery,4.0
49011,Missing Parts,3.5
49016,Lost Customer,3.5
49017,Missing Parts,3.5
49020,Category,2.5
49027,No Delivery,5.0
49035,Defective Products,4.0
49039,Late Delivery,3.5
49042,Not Received,5.0
49053,Late Delivery,3.5
49056,Missing Parts,3.5
49071,INVENT,3.5
49072,Não Encontrado,3.5
49081,Wrong Item,4.0
49083,Missing Parts,2.0
49084,Late Delivery,3.5
49085,Late Delivery,3.5
49087,Late Delivery,3.5
49092,Late Delivery,3.5
49094,Poor Quality,4.0
49105,Wrong Item,4.0
49113,Missing Parts,3.5
49115,Late Delivery,3.5
49125,Wrong Item,4.0
49132,Late Delivery,1.0
49133,Poor Quality,3.5
49137,Poor Quality,3.5
49138,Wrong Item,3.5
49140,Late Delivery,3.5
49143,Late Delivery,4.0
49145,Wrong Item,4.0
49148,Item Never Arrived,5.0
49151,Late Delivery,3.5
49154,Late Delivery,3.5
49159,Late Delivery,3.5
49165,Late Delivery,4.0
49168,Wrong Item,4.0
49169,Wrong Item,4.0
49173,Wrong Item,3.5
49174,No Item,5.0
49175,Delayed Delivery,3.5
49214,INVENT,3.5
49225,Late Delivery,3.5
49226,Wrong Item,4.0
49256,Produto Ruim,4.0
49269,Late Delivery,3.5
49281,Missing Parts,4.0
49285,Missing Parts,3.5
49292,Produto Vazando,3.5
49295,Late Delivery,3.5
49296,Mislabelled,3.5
49314,Price Mismatch,3.5
49333,Late Delivery,3.5
49339,INVENT,1.0
49344,Missing Parts,4.0
49357,Poor Quality,3.5
49359,Missing Parts,3.5
49361,Late Delivery,3.5
49362,Late Delivery,3.5
49365,Wrong Item,3.5
49366,Péssimo,5.0
49372,Wrong Item,3.5
49378,Late Delivery,3.5
49381,Non Arrival,5.0
49383,No Fit,2.5
49384,Missing Parts,4.0
49395,Late Delivery,3.5
49396,Counterfeit Product,3.5
